Departamento;Categoria;Subcategoria;Segmento;Subsegmento;Qtd_Codigos_Barras
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Trazodona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Triexifenidil;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Valproato De Sodio+Acido Valproico;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Vigabatrina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Vimpocetina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Vortioxetina;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Zolpidem;17
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Zuclopentixol;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Obesidade;Liraglutida;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Obesidade;Orlistate;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Obesidade;Sibutramina;10
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Acet. Prednisolona;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Acetazolamida;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Alcaftadina 0,25%;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Bimatoprosta;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Bimatoprosta/Brimonidina/Timolol;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Bimatoprosta/Timolol;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Brinzolamida;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Cetorolaco De Trometamina Oftalmo;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Cetotifeno Asma;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Ciprofloxacino+Dexametasona;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Cloridrato De Betaxolol;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Cloridrato De Ciprofloxacino;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Cloridrato De Moxifloxacino;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Cloridrato De Olopatadina;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Cloridrato De Proximetacaina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Cromoglicato De Sodio;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Dexametasona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Diclof. De Sodio_oftalmo;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Diclofenaco Sodico;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Dobesilato De Calcio;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Dorzolamida;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Edetato De Sodio;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Gatifloxacino;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Gentamicina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Hialuronato Sodico;12
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Latanoprosta;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Latanoprosta + Timolol;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Maleato De Timolol;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Moxifloxacino;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Neomicina+Assoc;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Nepafenac;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Ofloxacino;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Pilocarpina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Predinisolona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Sulfato De Atropina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Tart. De Brimonidina;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Tart. De Brimonidina/Timolol;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Tetracaina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Timoptol/Dorzolamida;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Tobramicina;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Tobramicina + Dexametasona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Travoprosta;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Travoprosta/Timolol;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Oftalmologicos;Tropicamida;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Olhos;Hipromelose;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Osteoporose;Alendronato Sodico;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Osteoporose;Celecoxibe;12
Medicamentos;Medicamento Tarjado;Tarjado Marca;Osteoporose;Colchicina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Osteoporose;Colecalciferol;16
Medicamentos;Medicamento Tarjado;Tarjado Marca;Osteoporose;Complexo B;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Osteoporose;Decanoato Nandrolona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Osteoporose;Denosumabe;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Osteoporose;Etoricoxibe;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Osteoporose;Fosfato De Calcio+ Colecalciferol;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Osteoporose;Glycine Max;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Osteoporose;Harpagophytum Procumbens;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Osteoporose;Ibandronato Sodico;9
Medicamentos;Medicamento Tarjado;Tarjado Marca;Osteoporose;Risedronato Sodico;9
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Acetonido De Triancinolona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Acetonido De Triancinolona(Bucal);1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Antigenos Bacterianos E Virais;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Beclometasona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Ciclesonida;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Ciprofloxacino Otologico;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Dexametasona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Fenol /Mentol;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Fluticasona;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Haemophilus Influenza;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Hidroxiquinolina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Levodropropizina;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Mometasona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Nafazolina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Nafazolina Otorrino;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Neomicina Otologica;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Neomicina/Hidrocortisona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Outras Preparacoes Para Tosse;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Oximetazolina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Paracetamol/Pseudoefedrina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Pelargonium Sidoides;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Timomodulina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Otorrinolaringologicos;Triancinolona Nasal;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Proctologicos;Cumarina/Troxerrutina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Proctologicos;Cumarina/Troxerrutina Top;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Proctologicos;Diosmina/Hesperidina;23
Medicamentos;Medicamento Tarjado;Tarjado Marca;Proctologicos;Extrato De Pinus;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Proctologicos;Fluocortolona/Cinchocaina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Proctologicos;Hidrosmina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Proctologicos;Melillotus Oficinallis;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Prostata;Cloridrato De Tansulosina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Prostata;Doxazosina;8
Medicamentos;Medicamento Tarjado;Tarjado Marca;Prostata;Doxazosina/Finasterida;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Prostata;Dutasterida;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Prostata;Dutasterida+Tansulosina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Prostata;Serenoa Repens;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vacinas;Vacina Gripe;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vacinas;Vacina Herpes Zoster;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vacinas;Vacina Rotavirus;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Ac. Ascorbico;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Ac. Folico/Associacoes;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Ac. Gama-Aminobutirico;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Acido Folico;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Biotina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Buclizina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Carbonato De Calcio/Vitam D;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Colecalciferol;92
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Colecalferol;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Complexo B;8
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Deriv.Vitamina D;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Ferro E Associacoes;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Ferro Quelato Glicinato;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Ferro Quelato Glicinato/Associacoes;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Ferropolimaltose;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Hidroxocobalamina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Mecobalamina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Multivitaminicos;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Outros Derivados De Calcio;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Polivit Stress Com Ginseng;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Polivitaminicos/Minerais;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Retinol + Piridoxina + Tocoferol;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Sulbutiamina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Sulfato Ferroso/Associacoes;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Tiamina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Tocoferol;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Triptofano;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas E Minerais;Vitamina D;15
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas/Minerais;Tiamina/Piridoxina/Cianocobalamina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Vitaminas/Minerais;Tiamina/Piridoxina/Cianocolamina;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Analgelsicos;Butilescopolamina;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Analgelsicos;Cloridrato De Naratriptana;6
Medicamentos;Medicamento Tarjado;Tarjado Similar;Analgelsicos;Diclof/Cariso/Paracetamol;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Analgelsicos;Diidroergotamina/Dipirona/Cafeina;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Analgelsicos;Etodolaco;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Analgelsicos;Lidocaina;3
Medicamentos;Medicamento Tarjado;Tarjado Similar;Analgelsicos;Lisina E Associacao;3
Medicamentos;Medicamento Tarjado;Tarjado Similar;Analgelsicos;Naproxeno;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Analgelsicos;Oxicodona;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Analgelsicos;Paracetamol/Cafeina/Carisoprodol/Diclo Sodico;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Analgelsicos;Tenoxicam;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Analgelsicos;Tramadol/Paracetamol;13
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antialergicos;Acet. De Hidrocortisona;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antialergicos;Betametasona/Dexclorfeniramina;9
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antialergicos;Bilastina;6
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antialergicos;Desloratadina;9
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antialergicos;Desloratadina/Pseudoefedrina;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antialergicos;Dexclorfeniramina;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antialergicos;Dexclorfeniramina + Betametasona;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antialergicos;Dipropionato De Betametasona;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antialergicos;Fexofenadina;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antialergicos;Fexofenadina/Pseudoefedrina;4
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antialergicos;Hidroxizina;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antialergicos;Loratadina/Pseudoefedrina;3
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antialergicos;Mometasona Asma;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antialergicos;Paracetamol/Fenilefrina/Carbinoxamina;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antialergicos;Prometazina;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antianemicos;Sulfato Ferroso;3
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Amoxicilina;4
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Ampicilina;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Azitromicina;9
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Benzilpenicilina Benzatina;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Beta/Genta /Tolna/Clioq;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Cefalexina;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Ceftriaxona;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Ciprofloxacino;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Clavulanato/Amoxicilina;7
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Cloridrato De Ciprofloxacino;7
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Cloridrato De Clindamicina;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Cloridrato De Doxiciclina;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Dexametasona;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Levofloxacino;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Limeciclina;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Neomicina;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Neomicina/Bacitracina;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Nitrofurantoina;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Norfloxacino;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Polimixina B;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Rifamicina Topica;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Sulfa/Trimetoprima;6
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Sulfadiazina De Prata;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antibioticos;Tetraciclina;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Anticoncepcionais;Ciproterona + Etinilestradiol;3
Medicamentos;Medicamento Tarjado;Tarjado Similar;Anticoncepcionais;Desogestrel;3
Medicamentos;Medicamento Tarjado;Tarjado Similar;Anticoncepcionais;Drospirenona;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Anticoncepcionais;Enant.Estradiol/Acet.Algestona;3
Medicamentos;Medicamento Tarjado;Tarjado Similar;Anticoncepcionais;Estradiol/Ciproterona;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Anticoncepcionais;Estradiol/Clormadinona;3
Medicamentos;Medicamento Tarjado;Tarjado Similar;Anticoncepcionais;Estradiol/Drospirenona;13
Medicamentos;Medicamento Tarjado;Tarjado Similar;Anticoncepcionais;Estradiol/Levonorgestrel;4
Medicamentos;Medicamento Tarjado;Tarjado Similar;Anticoncepcionais;Etnilestradiol/Gestodeno;3
Medicamentos;Medicamento Tarjado;Tarjado Similar;Anticoncepcionais;Levonorgestrel;4
Medicamentos;Medicamento Tarjado;Tarjado Similar;Anticoncepcionais;Nomegestrol /Estradiol;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Anticoncepcionais;Noretisterona;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antidiabetes;Glibenclamida;4
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antidiabetes;Gliclazida;4
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antidiabetes;Glimepirida;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antidiabetes;Metformina;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiemeticos/ Digestivos;Bromoprida;6
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiemeticos/ Digestivos;Clemastina/Dexametasona;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiemeticos/ Digestivos;Dimenidrinato;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiemeticos/ Digestivos;Dimenidrinato/Vit B6;3
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiemeticos/ Digestivos;Domperidona;9
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiemeticos/ Digestivos;Flunarizina;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiemeticos/ Digestivos;Loperamida;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiemeticos/ Digestivos;Metoclopramida;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiemeticos/ Digestivos;Ondansetrona;5
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiemeticos/ Digestivos;Silybum Marianum;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiemeticos/ Digestivos;Trimebutina;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antifungicos;Beta/Cetoconazol;3
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antifungicos;Betametasona;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antifungicos;Cetoconazol;3
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antifungicos;Ciclopirox;4
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antifungicos;Fluconazol;7
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antifungicos;Itraconazol;3
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antifungicos;Metronidazol;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antifungicos;Miconazol;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antifungicos;Miconazol/Nistatina;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antifungicos;Nistatina;4
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Aceclofenaco;3
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Acido Mefenamico;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Arnica + Assoc;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Baclofeno;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Benzbromarona;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Beta/Cetoc/Neomicina;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Beta/Cetoconazol;5
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Beta/Gentamicina;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Betametasona/Dexclorfeniramina;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Budesonida;3
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Cetoconazol;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Cetoprofeno;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Cetorolaco De Trometamol;3
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Ciclobenzaprina;7
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Clobetasol;2
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Cloquinol/Hidrocortisona;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Colchicina;4
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Deflazacort;1
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Dexametasona;9
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Diclof/Cariso/Paracetamol;11
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Diclofenaco De Potassio;6
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Diclofenaco Dietilamonio;4
Medicamentos;Medicamento Tarjado;Tarjado Similar;Antiinflamatorios;Diclofenaco Sodico;6
